resource,message_id,translated,notes
1247,32,,
1247,3,N-no...,
1247,38,"There's nothing on the pedestal.
This is where Silmeria's turn comes in, right...",
1247,5,"Actually, there is one more ally.",
1247,6,Hmm...,
1247,7,"What!? Have you been sneaking around
and hiding until now!?",
1247,8,Be quiet!,
1247,9,...Silmeria?,
1247,10,Please do the object reading quickly <PART> ----,
1247,11,"It seems her concentration is being disturbed.
Let us move a little farther away.",
1247,12,"It is called object reading.
She reads the thoughts dwelling in the pedestal.",
1247,13,The orb is being carried to Villnore.,
1247,14,...That's quite far.,
1247,33,I'm Leone.,
1247,16,We have been accompanying you for a while now.,
1247,17,,
1247,18,...She's a different person from that woman earlier!?,
1247,19,"Multiple personalities, right?
Multiple souls dwelling in one body...",
1247,20,"I've heard of it,
but this is the first time I've seen it...",
1247,34,...Something like that.,
1247,35,Huh...,
1247,22,"There doesn't seem to be any treasure worth noting here.
What a wasted effort.",
1247,23,"Well then, farewell...",
1247,36,May I have a moment?,
1247,30,"By orb, do you mean the Dragon Orb?",
1247,37,...And if it is?,
1247,25,"I have no interest in something so grand,
but may we accompany you from here on?",
1247,26,"I heard that around the orb are hidden
treasures that deceive plunderers' eyes.",
1247,27,...Why not?,
1247,28,( Do not let your guard down... ),
1247,29,Eh!?,
1247,2752,,
1247,2753,,
1247,2754,,
1247,2755,,
1247,2756,,
1247,2757,,
1247,2758,,
