resource,message_id,translated,notes
1221,1,Hey...,
1221,2,...Won't you explain?,
1221,3,"What did you do back there?
Who was that old man?",
1221,15,It's materialization.,
1221,4,"Using an object that harbors lingering thoughts
as a medium, the einherjar regained
their living forms.",
1221,5,Einherjar...,
1221,6,"You're saying the souls of those chosen <PART> ---- <PART>
for the war in the realm of the gods <PART> ---- <PART> are wandering
around here?",
1221,7,No. They dwell inside me.,
1221,16,Convinced?,
1221,8,( Will he also stay with us from now on? ),
1221,9,"If I don't retemper his spirit a little,
he will vanish once apart from me.",
1221,10,"He was once an einherjar I led, but
his soul too has decayed from the
incomplete transmigration.",
1221,11,"( The voices I hear within my mind
all sound so full of life, though... )",
1221,12,"Any fierce beast feels some unease
right after leaving its cage.",
1221,13,"Until they regain their former strength of spirit,
I must keep them by my side.",
1221,14,"It is my duty as the one who chooses souls.
Lend me your help.",
1221,2752,,
1221,2753,,
1221,2754,,
