resource,message_id,translated,notes
648,570,,
648,480,Portal Seráfico,
648,313,Salão de Valhalla,
648,249,Palácio do Dragão Venerado,
648,390,Cavernas da Ravina,
648,423,Yggdrasil,
648,187,Castelo de Dipan,
648,453,Torre de Lezard Valeth,
648,689,,
648,160,Passagem Subterrânea Real,
24,22,N/A,
648,672,,
648,222,Cavernas do Vulcão Surts,
648,114,,
641,1035,Vento Duplo,
648,360,Floresta Antiga,
648,237,Ruínas da Floresta Crawsus,
648,200,Ruínas do Monte Serdberg,
648,299,Floresta dos Espíritos,
641,87,Crell Monferaigne,
648,212,Templo de Audoula no Lago,
648,104,,
648,373,Chateau Obsession,
648,179,Floresta Perdida,
648,382,Mina de Turgen,
641,86,Villnore,
648,140,Kalstad,
650,1679,Desconhecido,
648,564,Desfiladeiro de Sukavia,
648,127,Coriander,
648,1004,RDM 1/2,
648,548,Deserto de Sahma,
648,552,Planícies de Kythena,
648,560,Cripta do Dragão,
641,1523,,
647,1034,Tricruzada,
648,556,Asgard,
641,138,Mata-Dragões,
643,66,NV,
643,67,/,
650,1610,Arqueiro,
641,193,Soqueira Sangrenta,
647,1056,Fagulha Guiada,
648,932,Sem Itens,
648,954,Sem Menu de Batalha,
648,1000,Sem Cura de HP,
648,1001,ATQ 150%,
648,1002,RDM 200%,
648,1003,ATQ 3/4,
650,1637,Guerreiro Leve,
650,1647,Guerreiro Pesado,
650,1611,Feiticeiro,
647,1065,Decreto Pétreo,
647,1035,Vento Duplo,
641,141,Arectaris,
641,150,Gungnir,
641,300,Cristal de Fulgor,
641,302,Cristal da Terra,
641,304,Cristal Sacro,
641,305,Cristal Sombrio,
641,307,Gema Ígnea,
641,309,Gema do Trovão,
641,320,Arcano do Bruxo,
641,321,Arcano do Sábio,
641,322,Tintura Anão,
641,323,Tintura de Fada,
641,324,Tintura Espírito,
641,325,Tintura da Deusa,
641,606,Joia Solar,
641,772,Selador Jade,
641,773,Selador Rosa,
641,774,Selador Celeste,
641,775,Mapa das Terras do Norte,
641,776,Mapa das Terras do Oeste,
641,777,Mapa das Terras do Leste,
641,787,Doador do Tempo Divino,
641,881,Um tipo de espadão de duas mãos.,
647,1189,"Um corte que salta pelo ar.
Barra de ataque especial: 3 <0065> 3 golpes",
648,311,Bifroste,
650,1850,581 C.C.,
641,98,Espada Longa,
641,99,Rápier,
641,100,Shamshir,
641,101,Espada Viking,
641,102,Falquion,
641,103,Espada Valona,
641,104,Karsnaut,
641,105,Sabre Dentes-de-Sabre,
641,106,Palache,
641,107,Sabre Sinclair,
641,108,Ruína Gélida,
641,109,Harpe,
641,110,Lutadora Aranha,
641,111,Lâmina do Relâmpago,
641,112,Espada de Gelo,
641,113,Mata-Runas,
641,114,Baselarda de Fulgor,
