resource,message_id,translated,notes
648,983,Ataque Sagrado 1/2,
648,984,Ataque Trevas 1/2,
648,985,Ataque com Veneno,
648,986,Ataque com Silêncio,
648,987,Ataque com Confusão,
648,988,Ataque+ com HP Máx.,
648,989,Velocidade Reduzida,
648,990,Ataque Projétil 200%,
648,991,Aumento de Evasão,
648,992,Aumento de Taxa de Acerto,
648,993,Sem Esquiva/Contra,
648,994,Sem Defesa,
648,995,Dano Recebido 1/4,
648,996,Perda Rápida de HP,
648,997,Troca de Gênero,
650,1683,,
650,1684,,
24,12,Não,
641,21,,
641,22,Tipo,
641,69,Ordem alfabética.,
641,91,Armaria,
641,849,Uma espada comum feita de aço.,
641,850,Espada de lâmina fina. Usada geralmente para estocadas.,
641,851,"Um tipo de sabre. O nome significa ""curvo como cauda de leão"".",
641,852,A espada preferida dos guerreiros destemidos.,
641,853,Espada curva de lâmina larga.,
641,854,"Com um punho largo, melhora a defesa de quem a empunha.",
641,855,"Espada sagrada que dispersa espíritos malignos.
Dizem que corta até feras imateriais.",
641,856,"Dizem que enterra feras ferozes com um só golpe.
Das feras abatidas resta só a lembrança.",
641,857,Espada excelente tanto para cortar quanto para perfurar.,
641,858,Um sabre de fio reto.,
641,859,Espada dotada da magia do gelo.,
641,860,"Espada de lâmina curva em forma de lua crescente.
Dizem que decapitou um monstro com cabelos de cobra.",
641,861,"Lâmina que dizem ter enterrado uma aranha monstruosa.
Insetos se contorcem ao seu toque.",
641,862,"Espada de fio afiadíssimo, dotada do poder
do relâmpago.",
641,863,"Espada dotada do poder mágico do gelo.
Suas vítimas sentem um frio cortante.",
641,864,"Dizem que esmaga o poder mágico.
Até o maior dos feiticeiros é impotente diante dela.",
641,865,Espada imbuída do poder do fogo.,
641,866,"Lâmina tão afiada que corta lótus flutuantes.
A vegetação murcha ao seu toque.",
641,867,Espada abençoada com poder sagrado.,
641,868,"Lâmina tão rápida que parece um borrão.
Nem a vítima sabe quantos cortes recebeu.",
641,869,"Espada que pertenceu ao Cavaleiro do Lago.
Dizem que conquista o coração das mulheres.",
641,870,"Espada longa forjada de um metal desconhecido com
brilho de platina.",
641,871,"Uma espada sem igual. Mas é tão poderosa que quem
a empunha cairá nas trevas.",
641,872,"Espada de um santo conhecido como Mata-Dragões.
Ataca com extraordinário poder destrutivo.",
641,873,Espada forjada de um meteorito caído.,
641,874,"Espada divina com o poder de criar mundos. O poder positivo
vira negativo para purificar os inimigos.",
641,875,"Seu nome significa mata-deuses, mas na verdade seu poder
segue na direção oposta.",
641,876,"Espada mágica negra que dizem ter sido achada no
estômago do dragão Bloodbane.",
641,877,Dizem ser a espada do herói Helgi.,
641,878,"Espada concedida a um vilão que mata anjos.
Até mesmo o mais poderoso dos deuses é impotente diante dela.",
641,879,Espada que pode ser usada com uma ou duas mãos.,
641,880,"Espadão de duas mãos, do tamanho de um homem.",
641,882,Espadão dotado do poder dos espíritos.,
641,883,"Espada antiga de lâmina afiada.
Nem a ferrugem cega o seu fio.",
641,884,"Espadão de duas mãos com lâmina pesada, porém
afiadíssima.",
641,886,"Espadão de fio serrilhado como uma chama.
Tão mortal quanto decorativo.",
641,887,"Espada pesadíssima, maior que quem a empunha.
Esmaga os inimigos dentro das armaduras.",
641,888,Espada que corta a carne e também espíritos deturpados.,
641,889,"Espada de incrível poder contra dragões.
Até o mais forte dos dragões é impotente diante dela.",
641,890,Espada amada de um dos fundadores de Villnore.,
641,891,"Ondulações azuis surgem às vezes na lâmina deste espadão,
como se ele respirasse.",
641,892,"Espadão batizado em honra a um Rei das Fadas que liderou
milhares de fadas na guerra contra os demônios.",
641,893,Espada imperial forjada por fadas.,
641,894,"Dá poder supremo a quem a empunha; tirada da pedra por
um cavaleiro. Abate inimigos com um só golpe.",
641,895,"Trombeta de Heimdall, guardião de Bifrost.
Assume a forma de uma espada em combate.",
641,896,Espada imparável que parte qualquer inimigo ao meio.,
641,897,Espada mágica que suga o sangue de suas vítimas.,
641,898,Espadão dotado do poder de uma explosão flamejante.,
641,899,"Espadão de má reputação.
Apesar do nome desonroso, tem um poder assombroso.",
641,900,"Traz vitória a quem a possui, mas a um alto preço...",
641,901,"Lança que estabiliza Asgard, o reino dos deuses.
Uma das Quatro Relíquias. Pertence a Odin.",
641,902,Arma de haste que carrega as bênçãos dos deuses.,
641,903,"O nome vem de ""pequeno rei"". O olho de basilisco
incrustado petrifica aquilo que encara.",
641,904,"Arma de haste com lâmina em meia-lua na ponta.
Imbuída de poder mágico.",
641,905,"Lança longa e pesada com um dente de dinossauro
preso na ponta.",
641,906,Um arco pequeno comum.,
641,907,"Arco mecânico fácil de usar que dispara um virote curto
em alta velocidade.",
641,908,Arco feito para ataques de longo alcance.,
641,909,Uma versão mais poderosa do arco curto.,
641,910,"Besta feita com os melhores materiais e o melhor
acabamento.",
641,911,Uma versão mais poderosa da besta.,
641,912,Arco composto feito de vários materiais.,
641,913,"Dizem que a vegetação murcha ao toque das flechas
disparadas por este arco.",
641,914,Besta ampliada feita para combates agressivos.,
641,915,Um tipo de besta.,
641,916,"Arco que esmaga o poder mágico. Até o maior dos feiticeiros
é impotente diante dele.",
641,917,"Tecnologia avançada permite ao arco disparar em
rajadas rápidas.",
641,918,Arco passado de geração em geração entre os elfos.,
641,919,"Arco que dispara flechas reluzentes de tremenda
força destrutiva.",
641,920,"Dispara flechas com a força de um vendaval, que ganham
maior poder destrutivo.",
641,921,"Arco entalhado de uma árvore oca que capturou o espírito
do deus da luz.",
641,922,"Arco feito para disparar flechas com pontas de cristais
lunares mágicos.",
641,923,"Arco dotado de poder sagrado. Até o monstro mais impuro
é impotente diante dele.",
641,924,"Pedra mágica do sol que matou o deus das trevas.
Imbuída da magia do deus da luz.",
641,925,"Arco que esmaga demônios.
Dizem que rouba a força vital de suas vítimas.",
641,926,"Nome de quem prevê o perigo iminente.
Mas saber disso não lhe permite evitá-lo.",
641,927,"Uma das Quatro Relíquias. Dizem firmar o mundo espiritual.
O poder de ataque depende de quem o usa.",
641,928,"Arma de um herói que, para alguns, matou um gigante.",
641,929,"Cajado com um rubi na ponta. Dentro da gema, uma luz
minúscula pisca como um coração.",
641,930,"Varinha com um cristal na ponta.
Pulsa em 7 cores diferentes e é muito bonita.",
641,931,"Cajado escavado de uma vila litorânea desolada.
Tem uma inscrição que louva o antigo deus do mar.",
641,932,Cajado decorado com o símbolo do infinito.,
641,933,Varinha feita de metal mágico.,
641,934,"Varinha feita à imagem de uma flor de lótus.
Usada em cerimônias místicas.",
641,935,Varinha feita à imagem de uma fada.,
641,936,Cajado imbuído do poder mágico dos dragões.,
641,937,Bastão cravejado de joias e imbuído de poder sagrado.,
641,938,Cetro com o emblema de uma onda arrebentando.,
641,939,Chifre de unicórnio transformado em varinha de mago.,
641,940,Cetro imbuído do poder do éter.,
641,941,Cajado em forma de duas serpentes entrelaçadas.,
641,942,"Cajado em forma de serpente gigante.
Permite a Grande Magia Ignição Pálida.",
641,943,"Cajado imbuído de sabedoria infinita.
Permite a Grande Magia Destruição Fantasma.",
641,946,"Garra que amplia o poder de Brahms, Senhor dos Mortos Vivos.
Dizem que suga o sangue de suas vítimas.",
641,947,"Arma temível que amplia muito as habilidades de Brahms,
Senhor dos Mortos Vivos. Dizem que suga o sangue das vítimas.",
641,948,"Arma feita para Brahms, Senhor dos Mortos Vivos.
Dizem que suga o sangue de suas vítimas.",
641,1051,Este cristal libera um ataque de fogo em área.,
641,1052,Este cristal libera um ataque de gelo em área.,
641,1053,Este cristal libera um ataque de terra em área.,
641,1054,Este cristal libera um ataque de raio em área.,
641,1055,Este cristal libera um ataque sagrado em área.,
641,1056,Este cristal libera um ataque sombrio em área.,
641,1057,Este cristal atinge ao acaso uma parte do inimigo.,
641,1058,Esta gema libera um ataque mágico de fogo.,
641,1059,"Esta gema libera um ataque mágico de gelo.
Pode causar Congelamento no inimigo.",
641,1061,"Esta gema libera um ataque mágico de terra.
Pode causar Veneno no inimigo.",
641,1062,"Esta gema libera um ataque mágico sagrado.
Pode causar Silêncio no inimigo.",
641,1063,"Esta gema libera um ataque mágico sombrio.
Pode causar Confusão no inimigo.",
641,1064,Esta gema atinge ao acaso uma parte do inimigo.,
641,1065,"Água purificada de forma especial.
Causa 10.000 pontos de dano a um monstro.",
641,1067,Pode causar Confusão em um inimigo.,
641,1068,Converte os inimigos no alcance em cristais mágicos.,
641,1069,"Um elixir secreto que cura as feridas dos guerreiros.
Restaura 300 de HP.",
641,1070,"Elixir secreto formulado por um boticário.
Restaura 1500 de HP.",
641,1071,"Elixir secreto preparado por uma bruxa.
Restaura 5000 de HP.",
641,1072,"Elixir secreto criado por um sábio.
Restaura todo o HP.",
641,1073,"Tintura mágica que dizem ser feita por anões.
Restaura 300 de HP de todo o grupo.",
641,1074,"Tintura mágica que dizem ser misturada por fadas.
Restaura 1500 de HP de todo o grupo.",
641,1075,"Tintura mágica que dizem ser feita por espíritos.
Restaura 5000 de HP de todo o grupo.",
641,1076,"Tintura mágica que dizem ser criada por uma deusa.
Restaura todo o HP do grupo.",
641,1077,"Poção que cura Veneno, Confusão, Silêncio, Congelamento,
Paralisia, Petrificação e Desmaio.",
641,1078,"Poção que cura Veneno, Confusão, Silêncio, Congelamento,
Paralisia, Petrificação e Desmaio. Restaura 50% do HP.",
641,1079,"Cura o grupo de Veneno, Confusão, Silêncio, Congelamento,
Paralisia, Petrificação e Desmaio. Restaura 99% do HP.",
641,1080,"Catalisador imbuído de milagres sagrados.
Reanima quem ficou Inconsciente.",
641,1081,"Água purificada por orações.
Cura a Maldição de alguém.",
641,1082,"Artefato sagrado que cura Maldição.
Ao contrário da Água Benta, é reutilizável.",
641,1083,"Maçãs que dizem dar juventude eterna.
Curam Fragilidade.",
641,1084,"Mineral misterioso que cura Fragilidade.
Ao contrário das Maçãs de Idun, é reutilizável.",
641,1085,"Pedra que conhece o caminho de casa.
Cura todo o grupo do estado Transferência.",
641,1086,"Cura todo o grupo do estado Transferência.
Ao contrário da Pedra do Aspecto, é reutilizável.",
641,1087,Aumenta por um tempo a resistência a magia de fogo.,
641,1088,Aumenta por um tempo a resistência a magia de gelo.,
641,1089,Aumenta por um tempo a resistência a magia de terra.,
641,1090,Aumenta por um tempo a resistência a magia de raio.,
641,1091,Protege quem o usa de qualquer ataque uma única vez.,
641,1092,"Aumenta por um tempo a resistência do grupo a magia
de fogo.",
641,1093,"Aumenta por um tempo a resistência do grupo a magia
de gelo.",
641,1094,"Aumenta por um tempo a resistência do grupo a magia
de terra.",
641,1095,"Aumenta por um tempo a resistência do grupo a magia
de raio.",
641,1096,Protege cada membro do grupo de um ataque uma única vez.,
641,1097,"Poção que protege todo o grupo por um tempo contra
alterações de estado.",
641,1098,Restaura PA à custa do HP do grupo.,
641,1099,Aumenta o ATQ por um tempo.,
641,1100,Aumenta RDM e RES por um tempo.,
641,1101,Aumenta o MAG por um tempo.,
641,1102,Reduz o consumo de PA em 20% por um tempo.,
641,1117,Dobra a experiência e o OTH obtidos se usado em batalha.,
641,1118,"Permite ver as habilidades e os pontos fracos
do inimigo.",
641,1119,"Permite ver as habilidades e os pontos fracos do inimigo.
Ao contrário das Lentes, é reutilizável.",
641,1120,Retira o grupo da batalha.,
641,1420,"Planta que floresce em profusão de flores brancas e douradas.
Cura Veneno.",
641,1422,"Documento que dizem guiar o leitor ao único caminho
verdadeiro. Cura Confusão em batalha.",
641,1423,"Poema escrito por Bragi, deus da poesia.
Cura Silêncio em batalha.",
641,1424,"Água coletada nas montanhas de Midgard.
Cura Congelamento em batalha.",
641,1425,"Erva de frutos brancos como pérolas.
Cura Paralisia em batalha.",
641,1426,"Ovo de ave chocado por um sapo.
Cura Petrificação em batalha.",
641,1437,"Espada longa e fina, feita para estocadas.
Traz gravado o brasão real de Dipan.",
641,1526,"Mapa do norte com Dipan e Solde ao centro.
Permite atalhos até os destinos.",
641,1527,"Mapa do oeste com Villnore ao centro.
Permite atalhos até os destinos.",
641,1528,"Mapa do leste com Crell Monferaigne ao centro.
Permite atalhos até os destinos.",
641,1529,"Espada da atual valquíria, Hrist. Caça as almas
dos heróis e as leva para Valhalla.",
641,1530,"O nome da espada significa ""alta e pura"". Só era dada aos
melhores cavaleiros que juravam lealdade ao rei.",
641,1539,Arco dado por um deus a um bravo guerreiro.,
641,1540,"Cajado feito de um metal lendário.
Dá um poder enorme a quem o empunha.",
641,1542,"Lâmina batizada pela dama da trégua do escudo.
Um só golpe dissipa toda a escuridão.",
641,1573,Para quem conquistou o favor da donzela guerreira.,
641,1574,Uma espada que torna as despedidas simples.,
641,1575,Espada grande cujo nome se refere ao poder de derrotar o mal.,
641,1576,"A famosa espada matadora de dragões, nova e melhorada!
Nem o dragão mais forte tem chance diante dela.",
641,1577,"Espada com a maldição dos mortos-vivos.
Dizem sugar o sangue do inimigo que ataca.",
641,1582,Espada alimentada pela angústia dos oprimidos.,
641,1600,"Em batalha, magias e itens de cura de HP afetam todo o grupo,
mas a quantidade de HP restaurada cai muito.",
641,1601,"Pode quebrar a defesa do inimigo.
Equipar mais de um não acumula o efeito.",
641,1602,Pode contra-atacar ao se esquivar.,
641,1603,10% do dano do ataque vira HP.,
641,1604,Pode converter o dano causado em HP.,
641,1605,Pode recuperar metade do dano de um ataque inimigo.,
641,1606,"Em batalha, o tempo para se recuperar de males de estado
cai pela metade. O efeito de Cura Estado.",
641,1607,Aumenta a chance de defender.,
641,1608,Pode anular dano mágico.,
641,1609,Pode refletir magia.,
641,1610,Dobra o ACE durante a batalha.,
641,1611,"O ATQ aumenta a cada erro.
O efeito cessa quando o modo de ataque termina.",
641,1612,"A chance de ataque crítico aumenta a cada erro.
O efeito cessa quando o modo de ataque termina.",
641,1613,"Faz os ataques normais errarem, mas os críticos e certos
ataques especiais acertam em cheio.",
641,1614,"O dano causado ao inimigo aumenta, mas cada ataque reduz
o HP em 5% do máximo.",
641,1615,Parte do dano causado ao inimigo é convertida em HP.,
