resource,message_id,translated,notes
265,23,,
265,25,,
265,28,,
265,29,,
265,30,,
265,31,,
265,32,,
265,33,,
265,34,,
265,35,,
265,36,,
265,37,,
265,38,,
265,39,,
265,40,,
265,41,,
265,42,,
265,43,,
265,44,,
265,45,,
265,46,,
265,47,,
265,48,,
265,49,,
265,50,,
265,51,,
265,52,,
265,53,,
265,54,,
265,55,,
265,56,,
265,57,,
265,58,,
265,59,,
265,60,,
265,61,,
265,62,,
265,63,,
265,64,,
265,65,,
265,66,,
265,67,,
265,68,,
265,69,,
265,70,,
265,71,,
265,72,,
265,73,,
265,74,,
265,75,,
265,76,,
265,77,,
265,78,,
265,79,,
265,80,,
265,81,,
265,82,,
265,83,,
265,84,,
265,85,,
265,86,,
265,87,,
265,88,,
265,89,,
265,90,,
265,91,,
265,92,,
265,93,,
265,94,,
265,95,,
265,96,,
265,97,,
265,98,,
265,99,,
265,100,,
265,101,,
265,102,,
265,103,,
265,104,,
265,105,,
265,106,,
265,107,,
265,108,,
265,109,,
265,110,,
265,111,,
265,112,,
265,113,,
265,114,,
265,115,,
265,116,,
265,117,,
265,118,,
265,119,,
265,120,,
265,121,,
265,122,,
265,123,,
265,124,,
265,125,,
265,126,,
265,127,,
265,128,,
265,129,,
265,130,,
265,131,,
265,132,,
265,133,,
265,134,,
265,135,,
265,136,,
265,137,,
265,138,,
265,139,,
265,140,,
265,141,,
265,142,,
265,143,,
265,144,,
265,145,,
265,146,,
265,147,,
265,148,,
265,149,,
265,150,,
265,151,,
265,152,,
265,153,,
265,154,,
265,155,,
265,156,,
265,157,,
265,158,,
265,159,,
265,160,,
265,161,,
265,162,,
265,163,,
265,164,,
265,165,,
265,166,,
265,167,,
265,168,,
265,169,,
265,170,,
265,171,,
265,172,,
265,173,,
265,174,,
265,175,,
265,176,,
265,177,,
265,178,,
265,179,,
265,180,,
265,181,,
265,182,,
265,183,,
265,184,,
265,185,,
265,186,,
265,187,,
265,188,,
265,189,,
265,190,,
265,191,,
265,192,,
265,193,,
265,194,,
265,195,,
265,196,,
265,197,,
265,198,,
265,199,,
265,200,,
265,201,,
265,202,,
265,203,,
265,204,,
265,205,,
265,206,,
265,207,,
265,208,,
265,209,,
265,210,,
265,211,,
265,212,,
265,213,,
265,214,,
265,215,,
265,216,,
265,217,,
265,218,,
265,219,,
265,220,,
265,221,,
265,222,,
265,223,,
265,224,,
265,225,,
265,226,,
265,227,,
265,228,,
265,229,,
265,230,,
265,231,,
265,232,,
265,233,,
265,234,,
265,235,,
265,236,,
265,237,,
265,238,,
265,239,,
265,240,,
265,241,,
265,242,,
265,243,,
265,244,,
265,245,,
265,246,,
265,247,,
265,248,,
265,249,,
265,250,,
265,251,,
265,252,,
265,253,,
265,254,,
265,255,,
265,256,,
265,257,,
265,258,,
265,259,,
265,260,,
265,261,,
265,262,,
265,263,,
265,264,,
265,265,,
265,266,,
265,267,,
265,268,,
265,317,,
265,318,,
265,319,,
265,320,,
265,321,,
265,322,,
265,323,,
265,324,,
265,325,,
265,326,,
265,327,,
265,328,,
265,329,,
265,330,,
265,331,,
265,332,,
265,333,,
265,334,,
265,335,,
265,336,,
265,337,,
265,338,,
265,339,,
265,340,,
265,341,,
265,342,,
265,343,,
265,344,,
265,345,,
265,346,,
265,347,,
265,348,,
265,349,,
265,350,,
265,351,,
265,352,,
265,353,,
265,354,,
265,355,,
265,356,,
265,357,,
265,358,,
265,359,,
265,360,,
265,361,,
265,362,,
265,363,,
265,364,,
265,365,,
265,366,,
265,367,,
265,368,,
265,369,,
265,370,,
265,371,,
265,372,,
265,373,,
265,374,,
265,375,,
265,376,,
265,377,,
265,378,,
265,379,,
265,380,,
265,381,,
265,382,,
265,383,,
265,384,,
265,385,,
265,386,,
265,387,,
265,388,,
265,389,,
265,390,,
265,391,,
265,392,,
265,393,,
265,394,,
265,395,,
265,396,,
265,397,,
265,398,,
265,399,,
265,3,,
265,4,,
265,5,,
265,6,,
265,7,,
265,402,,
265,403,,
265,404,,
265,405,,
265,406,,
265,407,,
265,408,,
265,409,,
265,410,,
265,411,,
265,412,,
265,413,,
265,414,,
265,415,,
265,416,,
265,417,,
265,418,,
265,419,,
265,420,,
265,421,,
265,422,,
265,423,,
265,424,,
265,425,,
265,426,,
265,427,,
265,428,,
265,429,,
265,430,,
265,431,,
265,432,,
265,433,,
265,434,,
265,435,,
265,436,,
265,437,,
265,438,,
265,439,,
265,440,,
265,441,,
265,442,,
265,443,,
