entry,sample,clip_id,zone,resource
685,0,0b00,0
686,0,0b01,0
687,0,0b02,0
688,0,0b03,0
689,0,0b04,0
690,0,0b05,0
691,0,0b06,0
692,0,0b07,0
693,0,0b08,0
694,0,0b09,0
695,0,0b0a,0
696,0,0b0b,0
697,0,0b0c,0
698,0,0b0d,0
699,0,0b0e,0
700,0,0b0f,0
701,0,0b10,0
702,0,0b11,0
703,0,0b12,0
704,0,0b13,0
705,0,0b14,0
706,0,0b15,0
707,0,0b16,0
708,0,0b17,0
709,0,0b18,0
710,0,0b19,0
711,0,0b1a,0
712,0,0b1b,0
713,0,0b1c,0
714,0,0b1d,0
1582,12,408d,0,1195
1582,13,408e,0,1195
1582,14,408f,0,1195
1582,15,4090,0,1195
1591,9,40b1,0
1592,12,40ba,0
1592,13,40bb,0
1597,3,4131,0
1597,5,412a,1
1598,16,412c,0
1598,17,412d,0
1598,18,412d,0
1599,10,412c,0
1599,11,412d,0
1599,12,412d,0
1599,13,412f,0
1599,14,412f,0
1600,20,4144,0
1609,6,4212,0
1609,7,4213,0
1609,8,4214,0
1609,9,4215,0
1609,11,4217,0
1613,8,422a,0
1613,9,422b,0
1614,19,423f,0
1614,20,4240,0
1615,12,425c,0
1616,10,425d,0
1616,11,425e,0
1617,7,425f,0
1621,20,42bb,0
1621,21,42ba,0
1621,24,42be,0
1639,9,4366,0
1640,1,4365,0
1640,2,4368,0
1640,3,436d,0
1641,3,4369,0
1641,4,436a,0
1641,5,436b,0
1641,6,436e,0
1641,7,436f,0
1641,8,4370,0
1642,4,4367,0
1642,5,436c,0
1642,7,4000,1
1645,9,4394,0
1645,11,4396,0
1645,14,439a,0
1645,15,4399,0
1656,15,448f,0
1656,16,4490,0
1662,8,44bd,0
1662,9,44be,0
1662,10,44bf,0
1663,10,44df,0
1663,11,44df,0
1663,12,44df,0
1664,23,44df,0
1666,9,44ec,0
1670,16,452d,0
1702,12,472b,0
