resource,message_id,translated,notes
649,122,,
649,123,,
649,124,,
649,125,,
649,126,,
649,127,,
649,128,,
649,129,,
649,130,,
649,131,,
649,132,,
649,133,,
649,134,,
649,135,,
649,136,,
649,137,,
649,138,,
649,139,,
649,140,,
649,141,,
649,142,,
649,143,,
649,144,,
649,145,,
649,146,,
649,147,,
649,148,,
649,149,,
649,150,,
649,151,,
649,152,,
649,153,,
649,154,,
649,155,,
649,156,,
649,157,,
649,158,,
650,4,,
650,7,,
650,8,,
650,9,,
650,10,,
650,11,,
650,31,,
650,47,,
650,48,,
650,49,,
650,50,,
650,51,,
650,52,,
650,53,,
650,54,,
650,55,,
650,56,,
650,57,,
650,58,,
650,59,,
650,60,,
650,61,,
650,63,,
650,1676,,
650,1613,,
650,1617,,
650,1620,,
650,1627,,
650,1628,,
650,1678,,
650,1685,,
650,1686,,
650,1690,,
650,1716,,
650,1719,,
650,1728,,
650,1732,,
650,1735,,
650,1737,,
650,1740,,
650,1743,,
650,1777,,
650,1778,,
650,1779,,
650,1783,,
650,1784,,
650,1785,,
650,1786,,
650,1787,,
650,1788,,
650,1789,,
650,1790,,
650,1791,,
650,1794,,
650,1795,,
650,1796,,
650,1797,,
650,1798,,
650,1800,,
650,1801,,
650,1802,,
650,1804,,
650,1805,,
650,1806,,
650,1807,,
650,1808,,
650,1809,,
650,1810,,
650,1811,,
650,1813,,
650,1814,,
650,1823,,
650,1847,,
650,1848,,
650,1853,,
650,1854,,
650,1857,,
650,1858,,
650,1865,,
650,1866,,
650,1867,,
650,1868,,
650,1870,,
650,1872,,
650,1873,,
650,1874,,
650,1877,,
650,1878,,
650,1879,,
650,1882,,
650,1883,,
650,1885,,
650,1888,,
650,1896,,
650,1897,,
650,1900,,
650,1917,,
650,1918,,
650,1919,,
650,1920,,
650,1923,,
650,1924,,
650,1925,,
650,1926,,
650,1940,,
650,1941,,
650,1942,,
650,1943,,
650,1944,,
650,1958,,
650,1959,,
650,1960,,
650,1961,,
650,1962,,
650,1963,,
650,1964,,
650,1965,,
650,1966,,
650,1967,,
650,1968,,
650,1969,,
650,1970,,
650,1977,,
650,1978,,
650,1987,,
650,1988,,
650,1989,,
650,1990,,
650,1991,,
650,1992,,
650,1993,,
650,1994,,
650,1995,,
650,1996,,
650,1997,,
650,1998,,
650,1999,,
650,2000,,
650,2001,,
650,2002,,
650,2003,,
650,2004,,
650,2005,,
650,2006,,
650,2007,,
650,2008,,
650,2009,,
650,2010,,
650,2011,,
650,2012,,
650,2013,,
650,2014,,
650,2015,,
650,2016,,
650,2017,,
650,2018,,
650,2019,,
650,2020,,
650,2021,,
650,2022,,
650,2023,,
650,2024,,
650,2025,,
650,2026,,
651,2,,
651,3,,
651,4,,
651,5,,
651,6,,
651,7,,
651,8,,
651,11,,
651,14,,
651,12,,
651,10,,
651,17,,
651,18,,
651,19,,
651,20,,
651,21,,
651,22,,
651,23,,
651,24,,
651,25,,
651,26,,
651,27,,
651,28,,
651,29,,
651,30,,
651,31,,
651,32,,
651,34,,
651,35,,
651,36,,
651,38,,
651,41,,
651,43,,
651,56,,
651,57,,
651,58,,
651,59,,
651,61,,
651,62,,
651,63,,
651,64,,
651,65,,
651,66,,
651,67,,
651,68,,
651,69,,
651,70,,
651,71,,
651,72,,
651,73,,
651,74,,
651,75,,
651,76,,
651,77,,
651,81,,
651,84,,
652,2,,
652,3,,
652,4,,
652,5,,
652,6,,
652,7,,
652,8,,
652,9,,
652,10,,
652,11,,
652,12,,
652,13,,
652,14,,
652,15,,
652,16,,
652,17,,
652,18,,
652,19,,
652,20,,
652,21,,
652,22,,
652,25,,
652,26,,
652,27,,
652,28,,
652,29,,
652,30,,
652,31,,
652,32,,
652,33,,
866,1,,
866,2,,
866,4,,
866,6,,
866,7,,
866,8,,
866,10,,
866,11,,
866,18,,
866,21,,
866,23,,
866,50,,
866,51,,
866,52,,
866,53,,
866,54,,
866,59,,
866,60,,
866,61,,
866,62,,
866,63,,
866,65,,
866,66,,
1781,2523,,
1781,2524,,
1781,2525,,
1781,2526,,
1781,2527,,
1781,2528,,
1781,2529,,
1781,2534,,
1781,2536,,
1781,2538,,
1781,2539,,
1781,2543,,
1781,2544,,
1781,2545,,
1781,2562,,
1781,2564,,
1781,2571,,
1781,2572,,
1781,2574,,
1781,2575,,
1781,2576,,
1781,2577,,
1781,2578,,
1781,2579,,
1781,2580,,
1781,2583,,
1781,2584,,
1781,2006,,
1781,2007,,
1781,2008,,
1781,2009,,
1781,2010,,
1781,2011,,
1781,2012,,
1781,2013,,
1781,2014,,
1781,2015,,
1781,2016,,
1781,2017,,
1781,2018,,
1781,2019,,
1781,2020,,
1781,2021,,
1781,2022,,
1781,2024,,
1781,2027,,
1781,2029,,
1781,165,,
1781,166,,
1781,167,,
1781,168,,
1781,169,,
1781,170,,
1781,175,,
1781,176,,
1781,177,,
1781,178,,
1781,179,,
1781,185,,
1781,186,,
1781,187,,
1781,188,,
1781,189,,
1781,190,,
1781,196,,
1781,197,,
1781,198,,
1781,199,,
1781,205,,
1781,206,,
1781,207,,
1781,208,,
1781,209,,
1781,210,,
1781,211,,
1781,215,,
1781,216,,
1781,217,,
1781,218,,
1781,219,,
1781,220,,
1781,225,,
1781,226,,
1781,227,,
1781,228,,
