resource,message_id,translated,notes
245,2,Jag känner en ond närvaro därinifrån...,
245,5,"Källor <PART> Källor är platser där sigill som förvarats
i Yggdrasils jordådror kan hämtas fram. <PART>
Att förvara ett sigill kräver magiska kristaller
och att det återlämnats till en källa.
Men när det väl är förvarat kan ett sigill
hämtas fritt från vilken källa som helst i världen.",
245,6,"Ett sigills verkan är enorm.
Att återlämna sigill som passar din stil
och den aktuella fängelsehålan är nyckeln
till spelets övergripande strategi.",
245,1,Inåt,
245,3,Fortsätt.,
245,4,Avbryt.,
245,353,Serdbergs bergruiner,
245,2741,Erhöll <PART> Dvärgelixir,
245,2742,Erhöll <PART> Eldtålig Amulett,
245,2743,Erhöll <PART> Metallbenskydd,
