resource,message_id,translated,notes
1313,30,"Du kan tacka mig om du vill,",
1313,2,"men jag gjorde det för att rädda världen, inte dig.
Det var det bästa tillgängliga alternativet.",
1313,3,Så... ditt hjärta står fortfarande på Odins sida?,
1313,4,Gudar tillhör inte världar.,
1313,5,"Och världar tillhör inte gudar.
Det börjar du äntligen inse.",
1313,6,Vi borde ge oss av.,
1313,7,"Det är det. Hela den här världen ligger
utbredd framför oss.",
1313,33,Det finns en väg.,
1313,9,Är det från Vattenspegeln?,
1313,10,"Om du frågar mig, så ådrog sig Odin detta själv.",
1313,11,"Ändå är det vi som får beklaga om
allting utplånas.",
1313,12,"Drakklotet är här med oss, och
Gungnir är hos Lezard, eller hur?",
1313,13,Skitsamma.,
1313,14,Men varför här?,
1313,15,"Det enda fönstret som förbinder den slutna
världen med vår. Återvändande är möjligt.",
1313,16,"Varje gång stabiliseringskraften används
för förstörelse försvagas klotet.",
1313,32,Väl talat.,
1313,17,Lezard har säkert redan gett sig av.,
1313,18,Som om de odöda skulle veta.,
1313,19,"Det finns ingen återvändo.
Varken till Midgård eller Asgård.",
1313,20,"Men Asgård står också inför oundviklig
undergång just nu.",
1313,21,"Vilket betyder att två av de fyra skatterna som
upprätthåller vår värld finns här i denna.",
1313,22,Jag vet inte längre.,
1313,34,"Ser ut som att du den här gången faktiskt
räddade mig.",
1313,23,Hur rätt du har.,
1313,24,Tja...,
1313,25,"Det här är något vi borde diskutera
med Odin och Lezard.",
1313,26,Hmph.,
1313,27,"Finns det någon anledning till att vi inte bränner
ner den här världen till aska med Drakklotet?",
1313,28,"Om du är villig att ta farväl av
Midgård, så gör det.",
1313,29,Jag känner... Lenneth.,
1313,35,"Föreställ dig, en ny värld...",
1313,2757,,
1313,2758,,
1313,2759,,
1313,2760,,
1313,2761,,
1313,2762,,
1313,2763,,
1313,2764,,
1313,2765,,
1313,2366,,
1313,2367,,
1313,2368,,
1313,38,,
1313,39,,
1313,40,,
1313,41,,
1313,42,,
1313,2372,,
1313,2752,,
1313,2753,,
1313,2754,,
1313,2755,,
1313,2756,,
